ID,Тип,Артикул,Имя,Опубликован,рекомендуемый?,Видимость в каталоге,Короткое описание,Описание,Дата начала действия продажной цены,Дата окончания действия продажной цены,Статус налога,Налоговый класс,В наличии?,Запасы,Задержанный заказ возможен?,Продано индивидуально?,Вес (kg),Длина (cm),Ширина (cm),Высота (cm),Разрешить отзывы от клиентов?,Примечание к покупке,Цена распродажи,Базовая цена,Категории,Метки,Класс доставки,Изображения,Лимит загрузок,Число дней до просроченной загрузки,Родительский,Сгруппированные товары,Апсейл,Кросселы,Внешний URL,Текст кнопки,Позиция,Имя атрибута 1,Значение(-я) аттрибута(-ов) 1,Видимость атрибута 1,Глобальный атрибут 1
,simple,92453,Hunter Smart сликер средний желтый/серый,1,0,visible,,"Сликер Hunter Smart  -  инструмент для ухода за шерстью кошек и собак мелких пород с мягкой или густой длинной шерстью. Упругие зубчики из нержавеющей стали мягко скользят, не травмируя кожу и не электризуя шерсть, удаляя отмерший подшерсток. Удобная пластиковая ручка не выскользнет из рук.",,,taxable,,1,,0,0,,,,,0,,,624.00,Категория: Сликеры,,,http://tin29.ru/wp-content/uploads/2018/hunter/3c03935e-507b-11e4-87a4-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91387,Hunter Smart шлейка для кошек и собак Retro Flower нейлон розовая,1,0,visible,,"Hunter Smart шлейка для кошек и собак Retro Flower нейлон розовая.  <br><br>
Нейлоновая шлейка для кошек и собак с поводком 1,2 метра.  <br>
Шлейка снабжена хромированной фурнитурой, а также пластиковыми бегунками на шлицах, благодаря которым можно регулировать размер шлейки и фиксировать ее в удобном положении. <br>
Шлейка подходит животным с обхватом шеи 22-33 см, обхватом груди 22-46 см.<br>
Цвет - розовый с орнаментом.",,,taxable,,1,,0,0,,,,,0,,,818.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/9f82cabd-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91379,Hunter Smart шлейка для кошек и собак Seventies нейлон оранжевая,1,0,visible,,"Hunter Smart шлейка для кошек и собак Seventies нейлон оранжевая.  <br><br>
Нейлоновая шлейка для кошек и собак с поводком 1,2 метра.  <br>
Шлейка снабжена хромированной фурнитурой, а также пластиковыми бегунками на шлицах, благодаря которым можно регулировать размер шлейки и фиксировать ее в удобном положении. <br>
Шлейка подходит животным с обхватом шеи 22-33 см, обхватом груди 22-46 см.<br>
Цвет - оранжевый с орнаментом.",,,taxable,,1,,0,0,,,,,0,,,671.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/9d2224e8-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91380,Hunter Smart шлейка для кошек и собак Seventies нейлон розовый,1,0,visible,,"Hunter Smart шлейка для кошек и собак Seventies нейлон розовый.  <br><br>
Нейлоновая шлейка для кошек и собак с поводком 1,2 метра.  <br>
Шлейка снабжена хромированной фурнитурой, а также пластиковыми бегунками на шлицах, благодаря которым можно регулировать размер шлейки и фиксировать ее в удобном положении. <br>
Шлейка подходит животным с обхватом шеи 22-33 см, обхватом груди 22-46 см.<br>
Цвет - розовый с орнаментом.",,,taxable,,1,,0,0,,,,,0,,,671.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/9f82c9e0-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91382,Hunter Smart шлейка для кошек и собак Stripes нейлон разноцветная,1,0,visible,,"Hunter Smart шлейка для кошек и собак Stripes нейлон разноцветная.   <br><br>
Нейлоновая шлейка для кошек и собак с поводком 1,2 метра.  <br>
Шлейка снабжена хромированной фурнитурой, а также пластиковыми бегунками на шлицах, благодаря которым можно регулировать размер шлейки и фиксировать ее в удобном положении. <br>
Шлейка подходит животным с обхватом шеи 22-33 см, обхватом груди 22-46 см.<br>
Цвет - разноцветная.",,,taxable,,1,,0,0,,,,,0,,,876.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/9f82ca27-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91042,Hunter Smart шлейка для собак Ecco Sport L (54-87/59-100 см) нейлон красная,1,0,visible,,"Hunter Smart шлейка для собак Ecco Sport L (54-87/59-100 см) нейлон красная Нейлоновая шлейка для собак мелких и средних пород Hunter Smart (Хантер Смарт) серии ECO L (Эко) красного цвета очень удобна так как регулируется в широких пределах. В шлейке ваш друг на прогулке будет чувствовать себя комфортно, так как ничего не будет мешать ему при движении. Шлейка снабжена хромированной фурнитурой а также пластиковыми застежками и бегунком, благодаря которым можно регулировать размер шлейки и фиксировать ее в удобном положении. Шлейка подходит животным с обхватом шеи 54-87 см, обхватом груди 59-100 см. Ширина шлиц - 2,5 см.",,,taxable,,1,,0,0,,,,,0,,,907.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/a532e2a4-505f-11e4-87a4-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91045,Hunter Smart шлейка для собак Ecco Sport L (54-87/59-100 см) нейлон черная,1,0,visible,,"Нейлоновая шлейка для собак мелких и средних пород Hunter Smart (Хантер Смарт) серии ECO L (Эко) черного цвета очень удобна при небольших размерах питомца. В шлейке ваш маленький друг на прогулке будет чувствовать себя комфортно, так как ничего не будет мешать ему при движении. Шлейка снабжена хромированной фурнитурой а также пластиковыми застежками и бегунком, благодаря которым можно регулировать размер шлейки и фиксировать ее в удобном положении. Шлейка подходит животным с обхватом шеи 54-87 см, обхватом груди 59-100 см. Ширина шлиц - 2,5 см.",,,taxable,,1,,0,0,,,,,0,,,907.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/95a280d2-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,92168,Hunter Smart шлейка для собак Ecco Sport S (30-45/33-54 см) нейлон бирюзовый,1,0,visible,,"Удобная и практичная шлейка для собак оснащена хромированной фурнитурой и прочными пластиковыми бегунками позволяющими регулировать размер шлейки в широком диапазоне. Обхват шеи 30-45 см, обхват груди 33-54 см. Высококачественный нейлон от hunter  не покрывается зацепками в процессе носки, как это происходит с аналогами конкурентов.",,,taxable,,1,,0,0,,,,,0,,,447.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/ae3abd02-e608-11e1-98fe-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91030,Hunter Smart шлейка для собак Ecco Sport S (30-45/33-54 см) нейлон красная,1,0,visible,,"Нейлоновая шлейка для собак мелких и средних пород Hunter Smart (Хантер Смарт) серии ECO S (Эко) красного цвета очень удобна при небольших размерах питомца. В шлейке ваш маленький друг на прогулке будет чувствовать себя комфортно, так как ничего не будет мешать ему при движении. Шлейка снабжена хромированной фурнитурой а также пластиковыми застежками и бегунком, благодаря которым можно регулировать размер шлейки и фиксировать ее в удобном положении. Шлейка подходит животным с обхватом шеи 30-46 см, обхватом груди 38-52 см. Ширина шлиц - 1,0 см.",,,taxable,,1,,0,0,,,,,0,,,447.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/95a28082-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91024,Hunter Smart шлейка для собак Ecco Sport XS (23-35/25-41 см) нейлон красная,1,0,visible,,"Hunter Smart шлейка для собак Ecco Sport XS (23-35/25-41 см) нейлон красная<br><br>Нейлоновая шлейка для собак мелких и средних пород Hunter Smart (Хантер Смарт) серии ECO ХS (Эко) красного цвета очень удобна при небольших размерах питомца. <br>В шлейке ваш маленький друг на прогулке будет чувствовать себя комфортно, так как ничего не будет мешать ему при движении. <br>Шлейка снабжена хромированной фурнитурой а также пластиковыми застежками и бегунком, благодаря которым можно регулировать размер шлейки и фиксировать ее в удобном положении. <br>Шлейка подходит животным с обхватом шеи 23-35 см, обхватом груди 25-41 см. Ширина шлиц - 1,0 см.",,,taxable,,1,,0,0,,,,,0,,,316.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/73c00cb0-505f-11e4-87a4-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,92163,Hunter Smart шлейка для собак Ecco Sport XS (23-35/25-41 см) нейлон лиловый,1,0,visible,,"Шлейка для собак Ecco Sport ХS (Экко Спорт). Оснащена хромированной фурнитурой и прочными пластиковыми застежками. Обхват шеи 23-35 см, обхват груди 25-41 см. Пластиковые бегунки на шлицах позволяют регулировать и фиксировать размер шлейки.",,,taxable,,1,,0,0,,,,,0,,,316.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/ae3abd00-e608-11e1-98fe-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91036,Hunter Smart шлейка для собак Ecco Sport М (42-65/45-76 см) нейлон красная,1,0,visible,,"Hunter Smart шлейка для собак Ecco Sport М (42-65/45-76 см) нейлон красная Нейлоновая шлейка для собак средних и крупных пород Hunter Smart (Хантер Смарт) серии ECO М (Эко) красного цвета очень удобна так как регулируется в широких пределах. В шлейке ваш четвероногий друг на прогулке будет чувствовать себя комфортно, так как ничего не будет мешать ему при движении. Шлейка снабжена хромированной фурнитурой а также пластиковыми застежками и бегунком, благодаря которым можно регулировать размер шлейки и фиксировать ее в удобном положении. Шлейка подходит животным с обхватом шеи 42-65 см, обхватом груди 45-76 см. Ширина шлиц - 2,0 см.",,,taxable,,1,,0,0,,,,,0,,,578.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/8c98698c-505f-11e4-87a4-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91066,Hunter Smart шлейка для собак Ecco Квик L (52-74/55-79 см) нейлон красная,1,0,visible,,"Hunter Smart шлейка для собак Ecco Квик L (52-74/55-79 см) нейлон красная Нейлоновая шлейка для собак крупных пород Hunter Smart (Хантер Смарт) серии ECO Quick М (Эко Квик) красного цвета. В шлейке ваш четвероногий друг на прогулке будет чувствовать себя комфортно, так как ничего не будет мешать ему при движении. Шлейка снабжена хромированной фурнитурой а также пластиковым бегунком, благодаря которому можно регулировать размер шлейки и фиксировать ее в удобном положении. Шлейка снабжена одной пластиковой застежкой, что позволит очень быстро одеть её на собаку. Шлейка подходит животным с обхватом шеи 52-74 см, обхватом груди 55-79 см. Ширина шлиц - 2,5 см.",,,taxable,,1,,0,0,,,,,0,,,1180.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/1a7cf061-5060-11e4-87a4-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91069,Hunter Smart шлейка для собак Ecco Квик L (52-74/55-79 см) нейлон черная,1,0,visible,,"Hunter Smart шлейка для собак Ecco Квик L (52-74/55-79 см) нейлон черная<br><br> 
В шлейке ваш четвероногий друг на прогулке будет чувствовать себя комфортно, так как ничего не будет мешать ему при движении. <br> Шлейка снабжена хромированной фурнитурой а также пластиковым бегунком, благодаря которому можно регулировать размер шлейки и фиксировать ее в удобном положении. <br> Шлейка снабжена одной пластиковой застежкой, что позволит очень быстро одеть её на собаку. <br> Подходит животным с обхватом шеи 52-74 см, обхватом груди 55-79 см. Ширина шлиц - 2,5 см.",,,taxable,,1,,0,0,,,,,0,,,1180.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/31427a60-5060-11e4-87a4-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91060,Hunter Smart шлейка для собак Ecco Квик M (46-65/48-70 см) нейлон красная,1,0,visible,,"Hunter Smart шлейка для собак Ecco Квик M (46-65/48-70 см) нейлон красная<br><br>Нейлоновая шлейка для собак средних и крупных пород Hunter Smart (Хантер Смарт) серии ECO Quick М (Эко Квик) красного цвета. <br>В шлейке ваш четвероногий друг на прогулке будет чувствовать себя комфортно, так как ничего не будет мешать ему при движении. <br>Шлейка снабжена хромированной фурнитурой а также пластиковым бегунком, благодаря которому можно регулировать размер шлейки и фиксировать ее в удобном положении.<br> Шлейка снабжена одной пластиковой застежкой, что позволит очень быстро одеть её на собаку. <br>Шлейка подходит животным с обхватом шеи 46-65 см, обхватом груди 48-70 см. Ширина шлиц - 2,0 см.",,,taxable,,1,,0,0,,,,,0,,,971.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/fea3b70d-505f-11e4-87a4-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91063,Hunter Smart шлейка для собак Ecco Квик M (46-65/48-70 см) нейлон черная,1,0,visible,,"Нейлоновая шлейка для собак средних и крупных пород Hunter Smart (Хантер Смарт) серии ECO Quick М (Эко Квик) черного цвета. В шлейке ваш четвероногий друг на прогулке будет чувствовать себя комфортно, так как ничего не будет мешать ему при движении. Шлейка снабжена хромированной фурнитурой а также пластиковым бегунком, благодаря которому можно регулировать размер шлейки и фиксировать ее в удобном положении. Шлейка снабжена одной пластиковой застежкой, что позволит очень быстро одеть её на собаку. Шлейка подходит животным с обхватом шеи 42-46 см, обхватом груди 44-68 см. Ширина шлиц - 2,0 см.",,,taxable,,1,,0,0,,,,,0,,,971.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/981af984-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91054,Hunter Smart шлейка для собак Ecco Квик S (33-45/35-49 см) нейлон красная,1,0,visible,,"Hunter Smart шлейка для собак Ecco Квик S (33-45/35-49 см) нейлон красная<br><br> Шлейка для собак оснащена хромированной фурнитурой и прочными пластиковыми застежками.<br><br>  Обхват шеи 33-45 см, обхват груди 35-49 см. <br> Пластиковые бегунки на шлицах позволяют регулировать и фиксировать размер шлейки.",,,taxable,,1,,0,0,,,,,0,,,799.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/dea7395e-505f-11e4-87a4-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,92172,Hunter Smart шлейка для собак Ecco Квик S (33-45/35-49 см) нейлон лиловый,1,0,visible,,"Hunter Smart шлейка для собак Ecco Квик S (33-45/35-49 см) нейлон красная<br><br> Шлейка для собак оснащена хромированной фурнитурой и прочными пластиковыми застежками.<br><br>  Обхват шеи 33-45 см, обхват груди 35-49 см. <br> Пластиковые бегунки на шлицах позволяют регулировать и фиксировать размер шлейки.",,,taxable,,1,,0,0,,,,,0,,,799.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/ae3abd04-e608-11e1-98fe-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91057,Hunter Smart шлейка для собак Ecco Квик S (33-45/35-49 см) нейлон черная,1,0,visible,,"Hunter Smart шлейка для собак Ecco Квик S (33-45/35-49 см) нейлон красная  Шлейка для собак оснащена хромированной фурнитурой и прочными пластиковыми застежками.   Обхват шеи 33-45 см, обхват груди 35-49 см.  Пластиковые бегунки на шлицах позволяют регулировать и фиксировать размер шлейки.",,,taxable,,1,,0,0,,,,,0,,,799.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/6f44e9da-afe3-11e7-812a-005056bf23ce.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91048,Hunter Smart шлейка для собак Ecco Квик XS (26-35/26-35 см) нейлон красная,1,0,visible,,"Нейлоновая шлейка для собак мелких пород Hunter Smart (Хантер Смарт) серии ECO Quick ХS (Эко Квик) красного цвета. В шлейке ваш четвероногий друг на прогулке будет чувствовать себя комфортно, так как ничего не будет мешать ему при движении. Шлейка снабжена хромированной фурнитурой а также пластиковым бегунком, благодаря которому можно регулировать размер шлейки и фиксировать ее в удобном положении. Шлейка снабжена одной пластиковой застежкой, что позволит очень быстро одеть её на собаку. Шлейка подходит животным с обхватом шеи 16-26 см, обхватом груди 17-28 см. Ширина шлиц - 1,0 см.",,,taxable,,1,,0,0,,,,,0,,,591.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/95a280fa-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,92175,Hunter Smart шлейка для собак Ecco Квик ХS (26-35/26-35 см) нейлон бирюзовый,1,0,visible,,"Шлейка для кошек и собак Ecco Quick ХS (Экко Квик), с поводком 1,2 м. Оснащена хромированной фурнитурой и прочными пластиковыми застежками. Обхват шеи 22-33 см, обхват груди 22-46 см. Коричневая с орнаментом. Пластиковые бегунки на шлицах позволяют регулировать и фиксировать размер шлейки.",,,taxable,,1,,0,0,,,,,0,,,591.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/ae3abd06-e608-11e1-98fe-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,92171,Hunter Smart шлейка для собак Ecco Квик ХS (26-35/26-35 см) нейлон лиловая,1,0,visible,,"Hunter Smart шлейка для собак Ecco Квик ХS (26-35/26-35 см) нейлон лиловая<br><br>Нейлоновая шлейка для собак мелких пород Hunter Smart (Хантер Смарт) серии ECO Quick ХS (Эко Квик) лилового цвета. В шлейке ваш четвероногий друг на прогулке будет чувствовать себя комфортно, так как ничего не будет мешать ему при движении. <br>Шлейка снабжена хромированной фурнитурой а также пластиковым бегунком, благодаря которому можно регулировать размер шлейки и фиксировать ее в удобном положении.<br> Шлейка снабжена одной пластиковой застежкой, что позволит очень быстро одеть её на собаку. <br>Шлейка подходит животным с обхватом шеи 16-26 см, обхватом груди 17-28 см. Ширина шлиц - 1,0 см.",,,taxable,,1,,0,0,,,,,0,,,591.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/eeeafe15-5060-11e4-87a4-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,91049,Hunter Smart шлейка для собак Ecco Квик ХS (26-35/26-35 см) нейлон синяя,1,0,visible,,"Нейлоновая шлейка для собак мелких пород Hunter Smart (Хантер Смарт) серии ECO Quick ХS (Эко Квик) синего цвета. В шлейке ваш четвероногий друг на прогулке будет чувствовать себя комфортно, так как ничего не будет мешать ему при движении. Шлейка снабжена хромированной фурнитурой а также пластиковым бегунком, благодаря которому можно регулировать размер шлейки и фиксировать ее в удобном положении. Шлейка снабжена одной пластиковой застежкой, что позволит очень быстро одеть её на собаку. Шлейка подходит животным с обхватом шеи 26-35 см, обхватом груди 26-35 см. Ширина шлиц - 1,0 см.",,,taxable,,1,,0,0,,,,,0,,,591.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/c39f7922-505f-11e4-87a4-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,99635,Hunter Smart шлейка для собак Modern Art R&S Luxus 35/11 (25/27-33 см) кожзам розовый,1,0,visible,,"Шлейка для миниатюрных собачек Hunter Smart (Хантер смарт) серии Modern Аrt R&amp;S Luxus 35/11 (Модерн Арт Люксус 35/11) ярко-розового цвета, выполнена из высококачественной лаковой Smart-кожи, оснащена хромированной фурнитурой и украшена стразами Swarovski, что делает её броским и изысканным аксессуаром. В ней ваш любимец будет звездой любого общества и не останется незамеченным. Шлейка подходит для собак с обхватом шеи 25 см, груди 27 - 33 см.",,,taxable,,1,,0,0,,,,,0,,,1274.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/e05dd7e8-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,99637,Hunter Smart шлейка для собак Modern Art R&S Luxus 45/11 (30/37-43 см) кожзам розовый,1,0,visible,,"Шлейка для миниатюрных собачек Hunter Smart (Хантер смарт) серии Modern Аrt R&amp;S Luxus 45/11 (Модерн Арт Люксус 45/11) ярко-розового цвета, выполнена из высококачественной лаковой Smart-кожи, оснащена хромированной фурнитурой и украшена стразами Swarovski, что делает её броским и изысканным аксессуаром. В ней ваш любимец будет звездой любого общества и не останется незамеченным. Шлейка подходит для собак с обхватом шеи 30 см, груди 37-43 см.",,,taxable,,1,,0,0,,,,,0,,,1686.00,Категория: Шлейки,,,http://tin29.ru/wp-content/uploads/2018/hunter/e05dd811-3594-11e0-4488-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,92424,Hunter гамак в авто для собак универсальный эконом 140х145 см,1,0,visible,,"Гамак для перевозки собаки в автомобиле практичная вещь, которая позволит сохранить салон вашей машины в чистоте и защитит обивку и пластик от повреждений когтями.<br><br>Гамак с застежкой молнией (для крепления шлейки питомца в ремню безопасности).<br>
Размер 140 х 145 см.<br>
100% полиэстер",,,taxable,,1,,0,0,,,,,0,,,1951.00,Категория: Подстилка в машину,,,"http://tin29.ru/wp-content/uploads/2018/hunter/cefb89b3-fb7a-11e3-8d48-001517e97967.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/cefb89b3-fb7a-11e3-8d48-001517e97967_2.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/cefb89b3-fb7a-11e3-8d48-001517e97967_3.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,92329,Hunter кликер новый с браслетом на руку,1,0,visible,,"Кликер для дрессировки собак от Нunter при нажатии кнопки издает щелкающий звук. Кликер используется для привлечения внимания питомца при дрессировке или на прогулке, а так же может быть использован во время проведения показа животного на ринге. Кликер -это компактный брелок с кнопкой, издающей щелчки. Щелчок для собаки означает, что она верно выполнила команду и заменяет такие слова, как ""хорошо"", ""умница"", ""молодец"" и т.п. Использование кликера - это простой и быстрый способ показать собаке свое одобрение, поскольку для собаки более естественно реагировать на звуки, чем на слова.",,,taxable,,1,,0,0,,,,,0,,,321.00,Категория: Аппортировка,,,http://tin29.ru/wp-content/uploads/2018/hunter/938c2ddb-fb7a-11e3-8d48-001517e97967.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,61410,Hunter коврик под миски силиконовый 48х30 см прозрачный,1,0,visible,,"Силиконовый коврик с принтом Hunter.<br>
Высокий бортик предотвращает проливание воды и разбрасывание корма.",,,taxable,,1,,0,0,,,,,0,,,1035.00,Категория: коврик под миску,,,http://tin29.ru/wp-content/uploads/2018/hunter/144d2b03-1f75-11e7-8116-00155d290810.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,64474,Hunter коврик под миски силиконовый Binz 48х30 см синий,1,0,visible,,"Силиконовый коврик с принтом Hunter.<br>
Высокий бортик предотвращает проливание воды и разбрасывание корма.",,,taxable,,1,,0,0,,,,,0,,,1457.00,Категория: коврик под миску,,,"http://tin29.ru/wp-content/uploads/2018/hunter/aeaec070-1f5b-11e7-8116-00155d290810.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/aeaec070-1f5b-11e7-8116-00155d290810_2.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/aeaec070-1f5b-11e7-8116-00155d290810_3.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,63033,Hunter коврик под миски силиконовый Ricarda M. 48x30 см черный,1,0,visible,,"Стильная коллекция аксессуаров для собак и кошек от известного дизайнера Рикарда Мануэла Хофманн включает в себя: удобные спальные места, миски и коврики под миски. <br> 
Элегантность благородного черного и золота, высокое качество материалов.<br> 

Силиконовый коврик под миски с высоким бортиком, который предотвращает проливание воды и разбрасывание корма.",,,taxable,,1,,0,0,,,,,0,,,1630.00,Категория: коврик под миску,,,"http://tin29.ru/wp-content/uploads/2018/hunter/083d2f24-1700-11e8-812a-005056bf23ce.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/083d2f24-1700-11e8-812a-005056bf23ce_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
,simple,65589,Hunter когтерез-кусачки большой,1,0,visible,,"Когтерез-кусачки предназначен для крепких и твердых когтей и обеспечивает более ровный срез, чем когтерез-ножницы. 
Имеет короткие лезвия, хотя бы одно из которых искривлено.
Подносится снизу или сбоку перпендикулярно когтю, устанавливается строго по линии среза, после чего ручки когтереза резко сжимаются.",,,taxable,,1,,0,0,,,,,0,,,1042.00,Категория: когтерез,,,http://tin29.ru/wp-content/uploads/2018/hunter/no_photo_big.png,,,,,,,,,1,Производитель,Hunter,1,1
,simple,65585,Hunter когтерез-ножницы большой,1,0,visible,,"Когтерез–ножницы – самый щадящий вид когтереза. Как правило, имеет два искривленных лезвия, которые аккуратно срезают лишнее. Не подходит для крупных животных с твердыми когтями.
Подносится снизу или сбоку перпендикулярно когтю, устанавливается строго по линии среза, после чего ручки когтереза резко сжимаются.",,,taxable,,1,,0,0,,,,,0,,,967.00,Категория: когтерез,,,http://tin29.ru/wp-content/uploads/2018/hunter/94eaba60-6344-11e8-812f-005056bf23ce.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,65586,Hunter когтерез-ножницы для мелких животных,1,0,visible,,"Когтерез–ножницы – самый щадящий вид когтереза. Как правило, имеет два искривленных лезвия, которые аккуратно срезают лишнее. Не подходит для крупных животных с твердыми когтями.
Подносится снизу или сбоку перпендикулярно когтю, устанавливается строго по линии среза, после чего ручки когтереза резко сжимаются.",,,taxable,,1,,0,0,,,,,0,,,819.00,Категория: когтерез,,,http://tin29.ru/wp-content/uploads/2018/hunter/9e5fb2a0-6344-11e8-812f-005056bf23ce.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,65588,Hunter когтерез-ножницы средний,1,0,visible,,"Когтерез–ножницы – самый щадящий вид когтереза. Как правило, имеет два искривленных лезвия, которые аккуратно срезают лишнее. Не подходит для крупных животных с твердыми когтями.
Подносится снизу или сбоку перпендикулярно когтю, устанавливается строго по линии среза, после чего ручки когтереза резко сжимаются.",,,taxable,,1,,0,0,,,,,0,,,967.00,Категория: когтерез,,,http://tin29.ru/wp-content/uploads/2018/hunter/ab4cf3fd-6344-11e8-812f-005056bf23ce.jpg,,,,,,,,,1,Производитель,Hunter,1,1
,simple,64518,Hunter лежанка для собак Binz M 120х80 см,1,0,visible,,"C финишными покрытиями SILVERPLUS® и BIONIC FINISH® C6 HUNTER устанавливает самые высокие стандарты в секторе функциональных аксессуаров для собак. Высокие технологии успешно применяются именно там, где свежесть и гигиена играют особенно важную роль. SILVERPLUS® предотвращает размножение бактерий, создающих неприятный запах, поэтому для обеспечения эффективной защиты от бактерий достаточно температуры стирки 30-40 ° C. Вода, маслянистые жидкости и грязь просто стекают благодаря отделке BIONIC FINISH® C6, что значительно облегчает уход за изделиями.<br>
- машинная стирка при 30 ° C<br>
- антибактериальное покрытие SILVERPLUS® и BIONIC FINISH® C6<br>
- хлопок <br> 
- наполнитель: полиэстер. <br>
",,,taxable,,1,,0,0,,,,,0,,,3531.00,Категория: Лежанки с бортом,,,"http://tin29.ru/wp-content/uploads/2018/hunter/662436b0-1f5c-11e7-8116-00155d290810.jpg, http://tin29.ru/wp-content/uploads/2018/hunter/662436b0-1f5c-11e7-8116-00155d290810_2.jpg",,,,,,,,,1,Производитель,Hunter,1,1
